work_id,old_id,type,type_num,language,creator,fictionality,commentary,note,created,created_by,last_modified,last_modified_by
W0564,AW00115,AW,115,en,AG0626,,Insert song from W0565; translated by project member.,,2018-11-04,WH,2020-04-05,DP
W0565,AW00116,AW,116,en,AG0372,,,,2018-11-04,WH,2020-04-05,DP
W0566,AW00117,AW,117,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0567,AW00118,AW,118,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0568,AW00119,AW,119,en,AG0626,,,,2018-11-06,WH,2020-04-05,DP
W0569,AW00120,AW,120,en,AG0642,,,,2018-11-06,WH,2020-04-05,DP
W0570,AW00121,AW,121,en,AG0644,,Original by AG0643.,,2018-11-06,WH,2020-04-05,DP
W0571,AW00122,AW,122,en,AG0645,,,,2018-11-06,WH,2020-04-05,DP
W0572,AW00123,AW,123,en,AG0646,,,,2018-11-06,WH,2020-04-05,DP
W0573,AW00124,AW,124,en,AG0647,,,,2018-11-06,WH,2020-04-05,DP
W0574,AW00125,AW,125,en,AG0648,,It was adapted from W0573.,,2018-11-06,WH,2020-04-05,DP
W0575,AW00126,AW,126,en,AG0523,,Lyrics by AG0524.,,2018-11-06,WH,2020-04-05,DP
W0576,AW00127,AW,127,en,AG0626,,,,2018-11-06,WH,2020-04-05,DP
W0577,AW00128,AW,128,en,AG0525,,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0578,AW00129,AW,129,en,AG0626,,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0579,AW00130,AW,130,en,AG0626,,,,2018-11-06,WH,2020-04-05,DP
W0580,AW00131,AW,131,en,AG0626,,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0581,AW00132,AW,132,en,AG0626,,,,2018-11-06,WH,2020-04-05,DP
W0582,AW00133,AW,133,en,AG0626,,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0583,AW00134,AW,134,de,AG0526,,,,2018-11-06,WH,2020-04-05,DP
W0584,AW00135,AW,135,en,AG0527,,,,2018-11-07,WH,2020-04-05,DP
W0585,AW00136,AW,136,en,AG0528,,,,2018-11-07,WH,2020-04-05,DP
W0586,AW00137,AW,137,en,AG0529,,,,2018-11-07,WH,2020-04-05,DP
W0587,AW00138,AW,138,it,AG0530,,It was also called “迷惘的一代”.,,2018-11-07,WH,2020-04-05,DP
W0588,AW00139,AW,139,en,AG0531,,It was also translated to “去年在马里安巴”.,,2018-11-07,WH,2020-04-05,DP
W0589,AW00140,AW,140,en,AG0532,,,,2018-11-08,WH,2020-04-05,DP
W0590,AW00141,AW,141,en,AG0533,,,,2018-11-08,WH,2020-04-05,DP
W0591,AW00142,AW,142,en,AG0534,,,,2018-11-08,WH,2020-04-05,DP
W0592,AW00143,AW,143,en,AG0532,,,,2018-11-08,WH,2020-04-05,DP
W0593,AW00144,AW,144,en,AG0535,,,,2018-11-08,WH,2020-04-05,DP
W0594,AW00145,AW,145,en,AG0626,,,,2018-11-10,WH,2020-04-05,DP
W0595,AW00146,AW,146,en,AG0538,,,,2018-11-10,WH,2020-04-05,DP
W0596,AW00147,AW,147,en,AG0539,,,,2018-11-10,WH,2020-04-05,DP
W0597,AW00148,AW,148,en,AG0626,,,,2018-11-11,WH,2020-04-05,DP
W0598,AW00149,AW,149,en,AG0540,,,,2018-11-11,WH,2020-04-05,DP
W0599,AW00150,AW,150,en,AG0543,,Original by AG0541.,,2018-11-11,WH,2020-04-05,DP
W0600,AW00151,AW,151,en,AG0542,,,,2018-11-13,WH,2020-04-05,DP
W0601,AW00152,AW,152,en,AG0626,,,,2018-11-13,WH,2020-04-05,DP
W0602,AW00153,AW,153,en,AG0626,,,,2018-11-13,WH,2020-04-05,DP
W0603,AW00154,AW,154,en,AG0626,,Translated by project member.,,2018-11-13,WH,2020-04-05,DP
W0604,AW00155,AW,155,en,AG0626,,Translated by project member.,,2018-11-13,WH,2020-04-05,DP
W0605,AW00156,AW,156,en,AG0626,,Translated by project member.,,2018-11-14,WH,2020-04-05,DP
W0606,AW00157,AW,157,en,AG0546,,Lyrics by AG0547.,,2018-11-14,WH,2020-04-05,DP
W0607,AW00158,AW,158,en,AG0548,,Translated by project member. Lyrics by AG0549.,,2018-11-15,WH,2020-04-05,DP
W0608,AW00159,AW,159,en,AG0551,,Lyrics by AG0552.,,2018-11-24,WH,2020-04-05,DP
W0609,AW00160,AW,160,en,AG0553,,,,2018-11-25,WH,2020-04-05,DP
W0610,AW00161,AW,161,en,AG0554,,,,2018-11-25,WH,2020-04-05,DP
W0611,AW00162,AW,162,en,AG0626,,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0612,AW00163,AW,163,en,AG0555,,,,2018-11-25,WH,2020-04-05,DP
W0613,AW00164,AW,164,en,AG0556,,,,2018-11-25,WH,2020-04-05,DP
W0614,AW00165,AW,165,en,AG0557,,,,2018-11-25,WH,2020-04-05,DP
W0615,AW00166,AW,166,en,AG0556,,,,2018-11-25,WH,2020-04-05,DP
W0616,AW00167,AW,167,en,AG0558,,,,2018-11-25,WH,2020-04-05,DP
W0617,AW00168,AW,168,en,AG0559,,,,2018-11-25,WH,2020-04-05,DP
W0618,AW00169,AW,169,en,AG0560,,,,2018-11-25,WH,2020-04-05,DP
W0619,AW00170,AW,170,de,AG0561,,,,2018-11-25,WH,2020-04-05,DP
W0620,AW00202,AW,202,en,AG0466,,,,2018-11-14,MG,2020-04-05,DP
W0621,AW00203,AW,203,en,AG0470,,,,2018-11-18,MG,2020-04-05,DP
W0622,AW00204,AW,204,zh,AG0489,,,,2018-12-12,MG,2020-04-05,DP
W0623,AW00205,AW,205,zh,AG0487,,,,2018-12-12,MG,2020-04-05,DP
W0624,AW00206,AW,206,zh,AG0484,,,,2018-12-12,MG,2020-04-05,DP
W0625,AW00207,AW,207,en,AG0503,,,,2018-12-30,MG,2020-04-05,DP
W0626,AW00208,AW,208,en,AG0505,,,,2019-01-02,MG,2020-04-05,DP
W0627,AW00171,AW,171,en,AG0573,,Translated by project member.,,2018-12-23,WH,2020-04-05,DP
W0628,AW00172,AW,172,en,AG0574,,,,2018-12-23,WH,2020-04-05,DP
W0629,AW00173,AW,173,en,AG0577,,Translated by project member.,,2018-12-24,WH,2020-04-05,DP
W0630,AW00209,AW,209,en,AG0610,,,,2019-02-18,MG,2020-04-05,DP
W0631,AW00174,AW,174,en,AG0582,,,,2019-01-28,WH,2020-04-05,DP
W0632,AW00175,AW,175,en,AG0585,,Translated by project member.,,2019-02-17,WH,2020-04-05,DP
W0633,AW00176,AW,176,en,AG0060,,Translated by project member.,,2019-02-17,WH,2020-04-05,DP
W0634,AW00177,AW,177,en,AG0595,,Translated by project member.,,2019-02-23,WH,2020-04-05,DP
W0635,AW00178,AW,178,en,AG0595,,Translated by project member.,,2019-02-23,WH,2020-04-05,DP
W0636,AW00179,AW,179,en,AG0596,,,,2019-02-23,WH,2020-04-05,DP
W0637,AW00180,AW,180,en,AG0599,,,,2019-02-24,WH,2020-04-05,DP
W0638,AW00181,AW,181,en,AG0626,,Translated by project member.,,2019-02-25,WH,2020-04-05,DP
W0639,AW00094,AW,94,cs,AG0407,,,,2019-08-21,MG,2020-04-05,DP
W0640,AW00210,AW,,en,AG0626,,,,2021-06-14,MG,2021-06-14,MG
W0641,AW00182,AW,,ko,AG0672,,,,2019-08-03,MG,2022-05-06,DP
W0642,AW00183,AW,,it,AG0466,,,,2020-02-01,MG,2022-05-06,DP
W0643,AW00184,AW,,en,AG0703,,,,2020-02-11,MG,2022-05-06,DP
W0644,AW00185,AW,,en,AG0301,,,,2020-02-14,MG,2022-05-06,DP
W0645,AW00202,AW,,en,AG0466,,,,2018-11-14,MG,2022-05-06,DP
W0646,AW00211,AW,,zh,I0133,,,,2021-07-10,MG,2022-05-06,DP
W0647,AW00212,AW,,zh,I0132,,,,2021-07-10,MG,2022-05-06,DP
W0648,AW00213,AW,,zh,I0134,,,,2021-07-10,MG,2022-05-06,DP
W0649,AW00214,AW,,zh,AG0894,,,,2021-07-10,MG,2022-05-06,DP
W0650,AW00215,AW,,en,I0135,,,,2021-07-10,MG,2022-05-06,DP
W0651,AW00216,AW,,en,I0135,,,,2021-07-10,MG,2022-05-06,DP
W0652,AW00217,AW,,en,AG0928,,,,2021-07-21,MG,2022-05-06,DP
W0653,AW00218,AW,,en,AG0925,,,,2021-07-21,MG,2022-05-06,DP
W0654,AW00219,AW,,zh,AG0626,,,,2021-07-21,MG,2022-05-06,DP
W0655,PS00800,PS,,en,AG0670,,,PLS check again.,2019-09-12,MG,2022-05-06,DP
W0656,PS00801,PS,,de,AG0626,,,PLS check again. I couldn‘t find the Chinese title.,2019-09-12,MG,2022-05-06,DP
W0657,PS00802,PS,,en,AG0669,,,,2019-08-03,MG,2022-05-06,DP
W0658,PS00803,PS,,fr,AG0090,,,,2019-08-03,MG,2022-05-06,DP
W0659,PS00804,PS,,en,AG0090,,,,2019-09-12,MG,2022-05-06,DP
W0660,PS00805,PS,,en,AG0090,,,,2019-09-12,MG,2022-05-06,DP
W0661,PS00806,PS,,fr,AG0090,,,,2019-08-03,MG,2022-05-06,DP
W0662,PS00807,PS,,en,AG0301,,,,2019-08-03,MG,2022-05-06,DP
W0663,PS00808,PS,,en,AG0668,,,,2019-08-03,MG,2022-05-06,DP
W0664,PS00809,PS,,en,AG0237,,,,2019-09-12,MG,2022-05-06,DP
W0665,PS00810,PS,,fr,AG0090,,,,2019-08-03,MG,2022-05-06,DP
W0666,PS00811,PS,,fr,AG0304,,,,2019-08-03,MG,2022-05-06,DP
W0667,PS00812,PS,,en,AG0679,,translated by Lu Xun in 1935; first published in the SU 1928,,2019-10-30,MG,2022-05-06,DP
W0668,PS00813,PS,,en,AG0001,,,,2019-11-08,MG,2022-05-06,DP
W0669,PS00814,PS,,en,AG0680,,,,2019-11-08,MG,2022-05-06,DP
W0670,PS00815,PS,,en,AG0681,,first volume published in 1959; second volume published in 1960,,2019-11-08,MG,2022-05-06,DP
W0671,PS00816,PS,,en,AG0626,,,check again,2019-11-08,MG,2022-05-06,DP
W0672,PS00817,PS,,zh,AG0684,,,,2019-11-09,MG,2022-05-06,DP
W0673,PS00818,PS,,fr,AG0212,,,,2019-12-02,MG,2022-05-06,DP
W0674,PS00819,PS,,en,AG0693,,,,2019-12-02,MG,2022-05-06,DP
W0675,PS00820,PS,,zh,AG0693,,,,2019-12-12,MG,2022-05-06,DP
W0676,PS00821,PS,,de,AG0696,,,,2019-12-12,MG,2022-05-06,DP
W0677,PS00822,PS,,de,AG0696,,,,2019-12-12,MG,2022-05-06,DP
W0678,PS00823,PS,,de,AG0696,,,,2019-12-12,MG,2022-05-06,DP
W0679,PS00824,PS,,en,AG0700,,,check again,2019-12-12,MG,2022-05-06,DP
W0680,PS00825,PS,,en,AG0701,,,,2019-12-12,MG,2022-05-06,DP
W0681,PS00826,PS,,en,AG0702,,,,2019-12-17,MG,2022-05-06,DP
W0682,PS00827,PS,,en,AG0107,,,,2019-12-17,MG,2022-05-06,DP
W0683,PS00828,PS,,en,AG0157,,,,2020-01-06,MG,2022-05-06,DP
W0684,PS00829,PS,,en,AG0703,,,1952 published in Hongkong. Check later for mainland publications,2020-01-06,MG,2022-05-06,DP
W0685,PS00830,PS,,en,AG0150,,,check for chinese version,2020-01-06,MG,2022-05-06,DP
W0686,PS00831,PS,,en,I0999,,,check,2020-01-06,MG,2022-05-06,DP
W0687,PS00832,PS,,en,AG0393,,,,2020-01-08,MG,2022-05-06,DP
W0688,PS00833,PS,,en,AG0393,,,check for chinese version,2020-01-08,MG,2022-05-06,DP
W0689,PS00834,PS,,en,AG0626,,,check,2020-01-08,MG,2022-05-06,DP
W0690,PS00835,PS,,en,AG0626,,,check again,2020-01-08,MG,2022-05-06,DP
W0691,PS00836,PS,,en,AG0706,,,check again,2020-01-08,MG,2022-05-06,DP
W0692,PS00837,PS,,en,AG0626,,,check again,2020-01-08,MG,2022-05-06,DP
W0693,PS00838,PS,,en,AG0626,,,check again,2020-01-08,MG,2022-05-06,DP
W0694,PS00839,PS,,en,AG0447,,,,2020-01-15,MG,2022-05-06,DP
W0695,PS00840,PS,,en,AG0272,,,,2020-01-15,MG,2022-05-06,DP
W0696,PS00841,PS,,fr,AG0707,,,,2020-01-15,MG,2022-05-06,DP
W0697,PS00842,PS,,en,AG0158,,,,2020-01-15,MG,2022-05-06,DP
W0698,PS00843,PS,,en,AG0708,,,,2020-01-15,MG,2022-05-06,DP
W0699,PS00844,PS,,en,AG0626,,was published every 5 days; Jan. 4; 1936 - Feb. 10; 1938,,2020-02-01,MG,2022-05-06,DP
W0700,,PS,,en,AG0371,,,,2021-02-23,MG,2021-02-23,MG
W0701,,PS,,en,AG0626,,,,2021-02-23,MG,2021-02-23,MG
W0702,PS00845,PS,,en,AG0626,,reprint of a periodical originally published weekly in Hong Kong by 大众生活社,,2020-02-01,MG,2022-05-06,DP
W0703,PS00846,PS,,en,AG0626,,,check again,2020-02-01,MG,2022-05-06,DP
W0704,PS00847,PS,,en,AG0626,,,check again,2020-02-01,MG,2022-05-06,DP
W0705,PS00848,PS,,en,AG0626,,,check again,2020-02-01,MG,2022-05-06,DP
W0706,PS00849,PS,,en,AG0301,,,,2020-02-01,MG,2022-05-06,DP
W0707,PS00850,PS,,zh,AG0626,,,check again,2020-02-04,MG,2022-05-06,DP
W0708,PS00851,PS,,en,AG0626,,,check again,2020-02-04,MG,2022-05-06,DP
W0709,PS00852,PS,,en,AG0626,,,check again,2020-02-04,MG,2022-05-06,DP
W0710,PS00853,PS,,en,AG0626,,,check again,2020-02-04,MG,2022-05-06,DP
W0711,PS00854,PS,,en,AG0626,,,check again,2020-02-04,MG,2022-05-06,DP
W0712,PS00855,PS,,zh,AG0710,,,check again,2020-02-06,MG,2022-05-06,DP
W0713,PS00857,PS,,en,AG0718,,,,2020-02-14,MG,2022-05-06,DP
W0714,PS00858,PS,,en,I0999,F,,,2020-02-14,MG,2022-05-06,DP
W0715,PS00860,PS,,en,AG0492,,,,2020-05-16,MG,2022-05-06,DP
W0716,PS00861,PS,,en,AG0704,,,,2020-05-16,MG,2022-05-06,DP
W0717,PS00862,PS,,en,AG0704,,,,2020-05-19,MG,2022-05-06,DP
W0718,PS00863,PS,,en,AG0729,,,,2020-05-28,MG,2022-05-06,DP
W0719,PS00864,PS,,en,AG0158,,,,2020-06-18,MG,2022-05-06,DP
W0720,PS00865,PS,,en,AG0626,,,,2020-06-18,MG,2022-05-06,DP
W0721,PS00866,PS,,en,AG0736,,,,2020-06-18,MG,2022-05-06,DP
W0722,PS00867,PS,,en,AG0742,,,,2020-06-30,MG,2022-05-06,DP
W0723,PS00868,PS,,en,AG0626,,,Add Chinese original,2020-06-30,MG,2022-05-06,DP
W0724,PS00869,PS,,en,AG0150,,,,2020-09-28,MG,2022-05-06,DP
W0725,PS00870,PS,,en,AG0748,,,Chinese title should be added,2021-01-16,MG,2022-05-06,DP
W0726,PS00871,PS,,en,AG0401,,,,2021-01-18,MG,2022-05-06,DP
W0727,PS00872,PS,,de,AG0626,,,check the Chinese translation,2021-01-18,MG,2022-05-06,DP
W0728,PS00873,PS,,en,AG0777,,first Chinese version published in Hongkong: Dong fang chubanshe,,2021-03-12,MG,2022-05-06,DP
W0729,PS00874,PS,,en,AG0782,,,,2021-03-15,MG,2022-05-06,DP
W0730,PS00875,PS,,en,AG0626,F,,,2021-04-15,MG,2022-05-06,DP
W0731,PS00876,PS,,en,AG0626,,,,2021-05-05,MG,2022-05-06,DP
W0732,PS00877,PS,,en,AG0815,,,,2021-06-07,MG,2022-05-06,DP
W0733,PS00878,PS,,en,AG0818,,,,2021-06-09,MG,2022-05-06,DP
W0734,PS00879,PS,,en,AG0626,,,,2021-06-14,MG,2022-05-06,DP
W0735,PS00880,PS,,en,AG0827,,,,2021-06-14,MG,2022-05-06,DP
W0736,PS00881,PS,,en,AG0626,,,,2021-06-15,MG,2022-05-06,DP
W0737,PS00882,PS,,en,AG0626,,published in English from 1955 – present,,2021-06-15,MG,2022-05-06,DP
W0738,PS00883,PS,,en,AG0626,,,,2021-06-15,MG,2022-05-06,DP
W0739,PS00884,PS,,en,AG0818,,,,2021-06-21,MG,2022-05-06,DP
W0740,PS00885,PS,,en,AG0001,,,,2021-06-21,MG,2022-05-06,DP
W0741,PS00886,PS,,en,AG0791,,,,2021-06-21,MG,2022-05-06,DP
W0742,PS00887,PS,,en,AG0371,,,check later,2021-06-21,MG,2022-05-06,DP
W0743,PS00888,PS,,en,AG0842,,,,2021-06-22,MG,2022-05-06,DP
W0744,PS00889,PS,,en,AG0842,,,Chinese edition?,2021-06-22,MG,2022-05-06,DP
W0745,PS00890,PS,,en,AG0843,,,Chinese edition?,2021-06-22,MG,2022-05-06,DP
W0746,PS00891,PS,,en,AG0626,F,,,2021-06-22,MG,2022-05-06,DP
W0747,PS00892,PS,,de,AG0626,,,fictional? Check later,2021-06-22,MG,2022-05-06,DP
W0748,PS00893,PS,,en,AG0301,,,,2021-06-23,MG,2022-05-06,DP
W0749,PS00894,PS,,en,AG0868,,First published in Hong Kong by Ming Pao from 1967-1969,,2021-06-23,MG,2022-05-06,DP
W0750,PS00895,PS,,en,AG0860,,,,2021-07-02,MG,2022-05-06,DP
W0751,PS00896,PS,,en,AG0860,,,,2021-07-02,MG,2022-05-06,DP
W0752,PS00897,PS,,en,AG0827,,,,2021-07-02,MG,2022-05-06,DP
W0753,PS00898,PS,,en,AG0653,,,,2021-07-09,MG,2022-05-06,DP
W0754,PS00899,PS,,en,AG0872,,,,2021-07-09,MG,2022-05-06,DP
W0755,PS00900,PS,,en,AG0873,,,Chinese title/publ. should be added,2021-07-09,MG,2022-05-06,DP
W0756,PS00901,PS,,de,AG0626,F,,,2021-07-09,MG,2022-05-06,DP
W0757,PS00902,PS,,de,AG0626,F,,,2021-07-09,MG,2022-05-06,DP
W0758,PS00903,PS,,en,AG0626,,,,2021-07-09,MG,2022-05-06,DP
W0759,PS00904,PS,,en,AG0885,,,,2021-07-09,MG,2022-05-06,DP
W0760,PS00905,PS,,en,AG0886,,,or Alice in outer space? Check again,2021-07-09,MG,2022-05-06,DP
W0761,PS00906,PS,,en,AG0891,,,Chinese edition?,2021-07-10,MG,2022-05-06,DP
W0762,PS00907,PS,,en,AG0932,,,,2021-07-10,MG,2022-05-06,DP
W0763,PS00908,PS,,en,AG0626,,,please check,2021-07-10,MG,2022-05-06,DP
W0764,PS00909,PS,,en,AG0626,,,,2021-07-10,MG,2022-05-06,DP
W0765,PS00910,PS,,en,AG0901,,,,2021-07-11,MG,2022-05-06,DP
W0766,PS00911,PS,,en,AG0902,,,,2021-07-11,MG,2022-05-06,DP
W0767,PS00912,PS,,en,AG0903,,,,2021-07-11,MG,2022-05-06,DP
W0768,PS00913,PS,,en,AG0900,,,Or : Through the Yangzi Gorges,2021-07-11,MG,2022-05-06,DP
W0769,PS00914,PS,,en,AG0900,,,,2021-07-11,MG,2022-05-06,DP
W0770,PS00915,PS,,en,AG0900,,,,2021-07-11,MG,2022-05-06,DP
W0771,PS00916,PS,,en,AG0904,,,,2021-07-11,MG,2022-05-06,DP
W0772,PS00917,PS,,en,AG0544,,,,2021-07-11,MG,2022-05-06,DP
W0773,PS00918,PS,,en,AG0906,,,,2021-07-14,MG,2022-05-06,DP
W0774,PS00919,PS,,en,AG0626,,,please check,2021-07-14,MG,2022-05-06,DP
W0775,PS00920,PS,,de,AG0222,,,,2021-07-14,MG,2022-05-06,DP
W0776,PS00921,PS,,en,AG0162,,,,2021-07-19,MG,2022-05-06,DP
W0777,PS00922,PS,,en,AG0918,,,,2021-07-19,MG,2022-05-06,DP
W0778,PS00923,PS,,en,AG0923,,and AG0924,,2021-07-21,MG,2022-05-06,DP
W0779,PS00924,PS,,en,AG0923,,and AG0924,,2021-07-21,MG,2022-05-06,DP
W0780,PS00925,PS,,en,AG0626,,Genesis 2,,2021-07-21,MG,2022-05-06,DP
W0781,PS00926,PS,,en,I0136,,,please check again,2021-07-21,MG,2022-05-06,DP
W0782,PS00927,PS,,en,AG0929,,,,2021-07-21,MG,2022-05-06,DP
W0783,PS00928,PS,,en,AG0626,,,,2021-07-23,MG,2022-05-06,DP
W0784,PS00929,PS,,zh,AG0626,,,,2021-07-23,MG,2022-05-06,DP
W0785,PS00930,PS,,zh,AG0626,,,,2021-07-23,MG,2022-05-06,DP
W0786,PS00931,PS,,zh-Latn-pinyin,AG0626,,,,2021-07-23,MG,2022-05-06,DP
W0790,SS00262,SS,,en,P0850,,First published in the journal October 十月,,2019-03-12,LH,2022-04-06,DP
W0791,SS00263,SS,,en,AG0658,F,,,2019-07-30,MG,2022-04-06,DP
W0792,SS00264,SS,,en,AG0673,F,,,2019-10-24,MG,2022-04-06,DP
W0793,SS00265,SS,,en,AG0674,F,,,2019-10-24,MG,2022-04-06,DP
W0794,SS00266,SS,,en,AG0640,F,,,2019-11-25,MG,2022-04-06,DP
W0795,SS00267,SS,,en,AG0673,F,,,2019-11-25,MG,2022-04-06,DP
W0796,SS00600,SS,,en,AG0586,,,,2019-12-02,MG,2022-04-06,DP
W0797,SS00601,SS,,en,AG0712,,,,2020-02-14,MG,2022-04-06,DP
W0798,SS00602,SS,,en,AG0374,F,,,2020-05-16,MG,2022-04-06,DP
W0799,SS00603,SS,,en,AG0374,F,,,2020-05-16,MG,2022-04-06,DP
W0800,SS00604,SS,,en,AG0374,F,,,2020-05-26,MG,2022-04-06,DP
W0801,SS00605,SS,,en,AG0374,F,,,2020-06-18,MG,2022-04-06,DP
W0802,SS00606,SS,,de,AG0738,F,,,2020-06-29,MG,2022-04-06,DP
W0803,SS00607,SS,,de,AG0737,,,,2020-06-29,MG,2022-04-06,DP
W0804,SS00608,SS,,de,AG0746,F,,,2020-08-07,MG,2022-04-06,DP
W0805,SS00609,SS,,de,AG0747,,,,2020-08-07,MG,2022-04-06,DP
W0806,SS00610,SS,,de,AG0751,,and P1095,,2021-02-24,MG,2022-04-06,DP
W0807,SS00611,SS,,de,AG0749,F,originally published in 北京文学,,2021-02-24,MG,2022-04-06,DP
W0808,SS00612,SS,,de,AG0751,F,originally published in 人民文学,,2021-02-24,MG,2022-04-06,DP
W0809,SS00613,SS,,de,AG0752,F,originally published in 四川文学,,2021-02-24,MG,2022-04-06,DP
W0810,SS00614,SS,,de,AG0753,F,,,2021-02-24,MG,2022-04-06,DP
W0811,SS00615,SS,,en,AG0754,F,originally published in 四川文学,,2021-02-25,MG,2022-04-06,DP
W0812,SS00616,SS,,de,AG0755,F,,check page numbers,2021-02-24,MG,2022-04-06,DP
W0813,SS00617,SS,,de,AG0757,F,transl. Christa Höger,,2021-02-24,MG,2022-04-06,DP
W0814,SS00618,SS,,de,AG0756,F,transl. Bettina Proksch,,2021-02-24,MG,2022-04-06,DP
W0815,SS00619,SS,,en,AG0751,F,originally published in 科幻小说报,,2021-02-24,MG,2022-04-06,DP
W0816,SS00620,SS,,en,AG0801,,and AG0802,,2021-02-24,MG,2022-04-06,DP
W0817,SS00621,SS,,en,AG0752,F,originally published in 人民文学,,2021-02-24,MG,2022-04-06,DP
W0818,SS00622,SS,,en,AG0751,,,,2021-02-25,MG,2022-04-06,DP
W0819,SS00623,SS,,en,AG0752,F,originally published in 科学文艺,,2021-02-27,MG,2022-04-06,DP
W0820,SS00624,SS,,en,AG0758,F,originally published in 上海文学,,2021-02-27,MG,2022-04-06,DP
W0821,SS00625,SS,,en,AG0759,F,originally published in 科学文艺,,2021-02-27,MG,2022-04-06,DP
W0822,SS00626,SS,,en,AG0799,,and AG0800,,2021-02-27,MG,2022-04-06,DP
W0823,SS00627,SS,,en,AG0760,F,,,2021-02-27,MG,2022-04-06,DP
W0824,SS00628,SS,,en,AG0712,F,,,2021-02-27,MG,2022-04-06,DP
W0825,SS00629,SS,,en,AG0712,F,,,2021-02-27,MG,2022-04-06,DP
W0826,SS00630,SS,,en,AG0761,F,,,2021-02-27,MG,2022-04-06,DP
W0827,SS00631,SS,,en,AG0762,F,,,2021-02-27,MG,2022-04-06,DP
W0828,SS00632,SS,,en,AG0762,F,,,2021-02-27,MG,2022-04-06,DP
W0829,SS00633,SS,,en,AG0769,,,,2021-02-27,MG,2022-04-06,DP
W0830,SS00634,SS,,en,AG0762,F,,,2021-02-27,MG,2022-04-06,DP
W0831,SS00635,SS,,en,AG0762,F,,,2021-02-27,MG,2022-04-06,DP
W0832,SS00636,SS,,en,AG0763,F,,,2021-02-27,MG,2022-04-06,DP
W0833,SS00637,SS,,en,AG0763,F,,,2021-02-27,MG,2022-04-06,DP
W0834,SS00638,SS,,en,AG0764,F,,,2021-02-27,MG,2022-04-06,DP
W0835,SS00639,SS,,en,AG0765,F,,,2021-02-27,MG,2022-04-06,DP
W0836,SS00640,SS,,en,AG0766,F,,,2021-02-27,MG,2022-04-06,DP
W0837,SS00641,SS,,en,AG0761,F,,,2021-02-27,MG,2022-04-06,DP
W0838,SS00642,SS,,en,AG0760,F,,,2021-02-27,MG,2022-04-06,DP
W0839,SS00643,SS,,en,AG0769,,,,2021-02-27,MG,2022-04-06,DP
W0840,SS00644,SS,,en,AG0760,F,,,2021-02-27,MG,2022-04-06,DP
W0841,SS00645,SS,,en,AG0767,F,,,2021-02-27,MG,2022-04-06,DP
W0842,SS00646,SS,,en,AG0762,F,,,2021-03-03,MG,2022-04-06,DP
W0843,SS00647,SS,,en,AG0768,F,,,2021-03-03,MG,2022-04-06,DP
W0844,SS00648,SS,,en,AG0770,F,,,2021-03-03,MG,2022-04-06,DP
W0845,SS00649,SS,,en,AG0763,F,,,2021-03-03,MG,2022-04-06,DP
W0846,SS00650,SS,,en,AG0771,F,,no Chinese publication,2021-03-03,MG,2022-04-06,DP
W0847,SS00651,SS,,en,AG0762,F,,,2021-03-03,MG,2022-04-06,DP
W0848,SS00652,SS,,en,AG0772,F,,,2021-03-03,MG,2022-04-06,DP
W0849,SS00653,SS,,en,AG0751,,,,2021-03-03,MG,2022-04-06,DP
W0850,SS00654,SS,,en,AG0758,F,,,2021-03-03,MG,2022-04-06,DP
W0851,SS00655,SS,,en,AG0751,F,,,2021-03-03,MG,2022-04-06,DP
W0852,SS00656,SS,,en,AG0758,,,,2021-03-03,MG,2022-04-06,DP
W0853,SS00657,SS,,en,AG0758,F,,,2021-03-03,MG,2022-04-06,DP
W0854,SS00658,SS,,en,AG0762,F,,,2021-03-03,MG,2022-04-06,DP
W0855,SS00659,SS,,en,AG0797,,and AG0798,,2021-03-03,MG,2022-04-06,DP
W0856,SS00660,SS,,en,AG0771,F,,,2021-03-03,MG,2022-04-06,DP
W0857,SS00661,SS,,en,AG0626,,,,2021-03-03,MG,2022-04-06,DP
W0858,SS00662,SS,,en,AG0755,F,,,2021-03-04,MG,2022-04-06,DP
W0859,SS00663,SS,,en,AG0774,,,,2021-03-04,MG,2022-04-06,DP
W0860,SS00664,SS,,en,AG0755,F,,,2021-03-04,MG,2022-04-06,DP
W0861,SS00665,SS,,en,AG0775,F,,,2021-03-04,MG,2022-04-06,DP
W0862,SS00666,SS,,en,AG0751,F,,,2021-04-15,MG,2022-04-06,DP
W0863,SS00667,SS,,de,AG0754,F,originally published in 四川文学,,2021-02-25,MG,2022-04-06,DP
W1000,,SS,,zh,AG0626,,http://focus.news.163.com/10/0410/10/63TE57DT00011SM9_all.html,403,2018-01-26,OS,2021-06-07,DP
